item_id;vectors
1085;0.0015796125|0.197274|0.44521523|0.20050406|-0.033924755|0.45234978|-0.7216541|0.07704046|0.515275|-0.22993717|0.2143706|0.40463486|-0.57768494|0.5839325|-0.49673373|-0.42902637|0.15323526|0.012923852|0.13822022|-0.029708356|-0.7870474|0.36993217|-0.6370399|0.5579012|0.29930294|-0.43664616|0.5967783|-0.26447785|-0.4365662|0.47046062|0.14886652|-0.57523495|0.5414097|0.375374|0.3778163|0.5021962|0.029717661|-0.65383124|0.26003322|0.47480607|-0.095112175|0.26150566|0.31628194|0.27042258|-0.2844779|0.06715584|0.5616587|0.10212758|-0.5322719|0.0830974|-1.0908298|0.1700952|-0.27321273|0.1627478|-0.14265996|0.063565806|-0.3795852|-0.22737002|-0.10732919|0.16733426|-0.2483933|0.6314441|-0.4420478|-0.075841054|0.54105777|0.44415402|0.45828006|0.6446589|0.1456961|0.47671348|0.46678734|0.11798467|-0.05694452|0.009681314|-0.49841627|0.7946812|-0.4923578|-0.0042897165|-1.2047094|0.2916755|-0.046488076|-0.44810194|0.17816189|0.013574183|-0.45261893|0.16174357|-0.30352914|0.24313125|0.43788767|-0.0452822|0.7469217|-0.19040382|0.5565784|-0.6014006|-0.48384035|-0.15098275|0.73725235|-0.59976107|0.94652796|-0.81009376
1086;-0.19904111|0.83053315|0.6116744|0.4889458|-0.0972123|0.06962526|-0.53492296|0.14509195|0.17434351|-0.68823415|0.5328534|0.06694552|-0.43600237|0.60633117|-0.08845247|-0.5753589|-0.2584613|0.5304382|0.23740055|0.6552734|-0.69225967|0.3187814|-0.8047161|0.14669667|0.5043396|-0.76035726|0.43920705|0.057675898|-0.20101526|0.13644616|-0.2917845|0.019537702|-0.2572297|0.06175506|0.045849413|0.9176313|0.1120816|-0.26482686|0.31249806|-0.098730415|0.49501172|0.14994612|0.49059558|0.2896378|-0.20298882|-0.3588681|0.12961614|0.40665963|-0.44297057|-0.4055349|-0.8151909|0.19878742|0.09383021|-0.23485109|-0.33647832|0.2975454|-0.57822496|-0.07054007|-0.037907816|0.11865914|-0.0068723112|0.23564166|-0.34943122|0.13152704|0.3433534|0.47918975|0.70589626|0.43577242|0.16596466|0.6035292|0.16119316|-0.11235261|0.124259084|0.0022083223|-0.48778766|-0.13937056|-0.5492582|0.5153238|-0.30563542|0.3178371|0.3120562|0.05672422|0.28429863|-0.09005344|-0.40590647|0.89417744|-0.18211082|0.02209711|0.19357556|0.26345664|-0.009609491|0.36236224|0.32992098|-0.5834356|-0.1360801|-0.2236807|-0.48493552|0.0044807345|0.36119354|-0.550853
1087;-0.63013417|0.68260276|0.6351405|0.5070993|-0.121323615|0.26152515|-0.6451254|0.19971603|0.4734425|-0.9037659|0.5899054|0.19579397|-0.05322829|0.82411903|-0.18222368|-0.65793|0.28922427|0.17980269|-0.013769656|0.23411117|0.059189975|0.5813855|-0.7516303|0.34269696|0.6091797|-0.49305975|0.5235162|-0.47027427|-0.30752373|-0.07232332|-0.05350004|-0.373376|0.461774|0.6976798|0.3870825|0.3056019|-0.09289244|-0.43564346|0.4840492|0.1708956|0.048424315|0.02906935|0.7957517|-0.028763782|-0.29630798|-0.6447585|0.7132214|0.41103444|-0.52035654|-0.5943239|-0.5174025|0.66626954|-0.52933806|-0.27410892|0.06625107|0.64176977|-0.5000458|0.09566277|0.1424169|0.27995402|0.0906779|0.58951837|-0.66152865|-0.25791392|-0.041613072|0.12603799|0.49543515|0.26240587|0.53328043|0.23527567|-0.5735355|0.2129187|0.5170861|0.52433467|0.029238284|0.5179319|-0.37894616|0.5552283|-0.28406325|-0.0063161813|0.22342968|-0.407485|0.6280503|-0.12277721|-0.311562|0.43683755|0.28997302|-0.12248072|-0.10701534|0.55675364|0.25692025|0.612778|0.500107|0.06452677|-0.48095036|-0.3116949|-0.31851|-0.04900539|-0.12876919|-0.5996622
1088;-0.15613388|0.73110586|0.5210818|0.22768545|-0.10374714|0.7445421|0.051694155|0.5586082|0.3789402|-0.39703783|0.27117187|0.10608351|-0.2090306|1.0300274|-0.7145098|-0.5175215|-0.057758093|0.22962096|0.4295359|0.5852153|0.31923997|0.67066205|-0.35633528|0.5708915|0.5826976|0.26014376|0.5725393|0.5821741|-0.4272846|0.5064584|-0.76623136|-0.039182536|0.92077374|0.82230794|0.18336302|0.50566685|0.58050716|-0.47584355|0.2194601|0.23841411|0.52061033|0.17965834|0.5934403|0.11690314|-0.62379634|0.21334201|0.14371651|-0.28422132|-0.20723206|-0.70088613|-1.3020911|0.6562083|-0.07117139|-0.03578875|-0.7831669|0.15907405|-0.52235603|-0.27080077|-0.2199139|0.17241855|0.7716267|-0.32503387|-0.042886123|0.06882012|0.3312076|0.71087503|0.73521423|0.6370647|0.478713|-0.0307585|-0.313572|-0.16047055|0.6041639|0.22432898|-0.7680516|-0.13775039|-0.73725593|0.3745474|0.22200406|0.028532054|0.14106014|-0.48972058|0.16764297|0.2397004|-0.1727964|0.38060588|-0.38200843|0.39523685|0.27832174|0.07704309|0.47934043|0.43378225|-0.16985855|-0.82091165|-0.25110033|-0.15454447|0.07019755|-0.07576659|-0.051534742|-0.31744444
1089;-0.2602524|0.5544313|0.35526264|0.3791148|-0.6255496|0.3513093|0.06891319|0.18834044|0.38895506|-0.5654309|0.08738546|0.5848157|-0.5555215|0.82967913|0.035158202|-0.41840187|0.14454778|-0.13617566|0.13233915|0.70032823|-0.42432582|0.34803972|-0.50476503|0.33184034|-0.048771426|-0.71325564|0.42407918|-0.58434516|-0.43780723|0.41341594|-0.6507447|-0.03203392|0.6215042|0.1498885|0.18352236|0.67616343|-0.22615324|-0.6090192|0.21789137|0.6516651|0.4722382|-0.028154999|0.38222188|0.09133105|-0.030238092|-0.30034158|0.5244805|0.18981585|-0.50468737|-0.41745242|-0.49873257|0.28769118|-0.18229824|8.24742e-05|-0.15838167|0.16706058|-0.45314226|-0.1418148|-0.097629935|0.5258566|0.13471182|0.113584995|-0.32178128|-0.42951652|0.8587016|0.41876042|0.48928893|-0.08354163|0.33231303|0.85091436|0.010700464|0.23205239|0.48338652|0.60168505|-0.2472488|0.5619324|-0.73419|0.5747993|-0.6599226|-0.057171665|0.14825559|-0.32341212|-0.040186048|-0.6829747|-0.1481398|0.42207995|-0.18723094|0.40264556|0.12370856|0.59990966|0.27208734|0.28366768|0.5772797|-0.60590094|-0.10546237|-0.44467267|-0.1451195|-0.26846275|0.365592|-0.47456646
1090;-0.091848016|0.18457699|0.21346304|0.5854774|0.28064242|0.50066054|-0.48515248|0.0037428439|0.40627745|-0.72249216|0.12745085|0.5327117|-0.31453708|0.6422853|-0.54703766|-0.48545426|0.24331334|0.14427932|-0.032987505|0.4930652|-0.20267369|0.15300961|-0.32036805|0.20207262|0.15959656|0.05927834|0.14732388|-0.20901904|-0.5881735|-0.17204672|-0.18395135|0.03338177|0.5960676|0.14020628|0.17998159|0.2156471|0.4136204|-0.8899878|-0.03793326|0.57082975|0.42702496|0.00052702427|0.23166513|-0.39152706|-0.1391843|-0.08926372|0.29256618|0.055158123|-0.050628483|-0.19625607|-0.6656006|0.5327221|-0.21366765|-0.071946874|0.018908411|0.043207556|-0.13734932|0.12041202|-0.15580258|0.23846346|-0.07353247|-0.10979089|-0.5927534|-0.14127311|-0.005675882|-0.1160264|0.28643885|-0.06691277|0.68906236|0.5776065|0.08587271|0.2346705|0.082585394|0.25465822|-0.10650785|0.6757232|-0.7530273|0.20530128|-0.39257574|0.14368534|0.4258764|-0.5698986|0.1587548|-0.31338775|-0.5308815|0.38666412|-0.16930045|0.39583474|0.79971373|-0.035070717|0.042577848|0.35889387|-0.13044807|-0.19662714|-0.06994271|-0.4347834|-0.051365525|-0.097078264|0.3494867|-0.30128315
1091;-0.51479304|0.57779026|0.50459373|0.2783119|0.025983807|0.5377788|-0.41613105|0.1245373|0.7468457|-0.23420602|0.1359038|0.4713093|-0.600391|0.37520295|-0.2782999|-0.41065374|0.4311766|0.46624595|0.26329225|0.35567597|-0.3775644|0.19982617|-0.5442483|0.3457569|0.3468714|-0.19656658|0.48701775|-0.39700896|-0.30688184|0.027534023|-0.32118306|0.010072818|0.2800933|0.14162757|0.43634963|0.45826393|0.055602733|-0.44441843|0.4625504|0.37009516|0.15322745|0.28684488|0.30911586|0.016456798|-0.57153106|-0.15281147|0.3332645|0.16596936|-0.18710579|-0.23379253|-0.73621523|0.504719|-0.25329685|-0.10018158|-0.11759763|0.30407035|-0.23770148|-0.10128033|-0.26688135|0.5480119|0.07932519|0.36548853|-0.097652614|-0.40845084|0.37494972|0.112311214|0.48863825|0.18727587|0.40530598|0.6701361|-0.31536394|0.29104334|0.5893252|0.8028109|-0.061269358|0.62093365|-0.5859144|0.47532612|-0.5423433|0.040773395|0.08460833|-0.42244226|0.09223472|-0.24451476|-0.5090439|0.4514025|-0.3191708|0.150422|0.16017494|0.20201465|0.25255024|0.513609|0.5841875|-0.5354425|-0.45359728|-0.25225964|0.12566377|0.089802146|0.32442695|-0.37274832
1092;-0.38671103|0.2336408|0.23784287|0.4196974|-0.17985657|-0.09380978|-0.017907485|-0.0020681918|0.18133537|-0.84215534|0.88443804|0.36620855|-0.3397187|1.048814|-0.35108227|-0.35441858|0.8156055|0.29100305|0.11966832|0.5884148|-0.9679815|-0.18547249|-0.5799502|0.40584815|0.36164072|-0.46340773|-0.014956981|-0.10514018|-0.25008357|0.21934006|-0.4150406|0.33661467|0.3640291|0.4618827|0.33321565|0.9177153|0.40386468|-0.7166655|-0.24234149|0.14263399|0.48074356|0.24991968|0.13717514|0.038655832|-0.3235715|-0.1898054|0.7302273|0.23316951|-0.3911023|-0.11987445|-0.44143772|0.38064197|-0.050097927|-0.2364573|-0.23806906|0.6080331|-0.3121519|-0.5160436|0.26294848|0.23693964|0.20616855|0.20754234|-0.3817169|-0.20597555|0.65613055|0.5744803|0.064404875|-0.12562096|0.17502588|0.5295421|-0.5225203|0.10286237|0.5138054|0.17710939|-0.36819488|0.3626312|-0.54322016|0.7053678|-0.483205|0.25520185|0.38603917|-0.03388536|0.30467314|-0.56195265|-0.26248643|-0.13028458|-0.41552305|0.17788804|0.48533994|0.1665339|0.67585486|0.2737385|0.22498818|-0.31695437|-0.089380234|-0.070607215|0.21155052|-0.1848894|0.23454542|-0.47877508
1093;-0.5337037|0.80451155|0.552848|0.11276549|0.15923874|0.4712382|-0.08810009|0.4686464|0.24679616|-0.58427745|0.31356844|0.57367456|-0.07117075|0.7809808|-0.367276|-0.12133598|-0.112558305|0.45745677|0.44904557|0.1745204|-0.40059128|0.07101408|-0.6680002|0.18021345|0.32193896|-0.14234531|0.5755445|-0.16029397|-0.44014722|0.30798006|-0.32123464|-0.067783944|0.649016|0.10003716|0.1412072|0.3145818|0.110193305|-0.41394183|0.2819562|-0.05617723|0.28815985|0.09061602|0.7611381|-0.40434444|0.12815587|-0.21253064|0.39026314|0.1567183|-0.29128104|-0.603959|-0.99774396|0.55684364|-0.019677445|-0.16966099|0.17023358|0.31300107|-0.1481607|-0.40858823|-0.3542303|-0.058980852|0.28667355|0.5472839|-0.02959095|-0.16153522|0.29108244|0.26611692|0.8040968|0.5336964|0.35620755|0.21633434|-0.61055815|0.4890761|0.67115474|0.43298122|-0.44721615|0.28499782|-0.9517989|0.5080229|0.054844737|0.634768|0.26653543|-0.33672607|0.33160844|-0.34575713|-0.6034374|0.032497704|0.064526305|0.43737084|0.6690451|0.04069826|0.03932832|0.3685572|0.44490963|-0.69450426|-0.04922843|-0.48091605|0.16342922|0.80939734|0.093742654|-0.29045445
1094;-0.11722368|0.6183814|0.55041456|0.26491636|-0.14938694|0.5240143|-0.04865007|0.23336965|0.52395105|-0.74802685|0.6297958|0.16571799|-0.20594485|0.54261816|0.14553545|-0.4454674|-0.17950174|0.5344468|0.49006927|0.33858162|-0.40564904|0.7039722|-0.2935817|0.5168468|0.16357769|-0.4159143|-0.044561923|0.16775428|-0.024805412|-0.14294618|-0.08821334|-0.20688275|0.38406384|-0.07304481|0.069958344|0.78896666|0.24596861|-0.4286568|0.45236796|0.09693886|0.36706817|0.43326578|0.15907049|0.18552871|-0.70997|-0.37167835|0.6905204|-0.123248175|-0.35397667|-0.6542192|-0.6191429|0.7557238|-0.09385328|0.015534174|-0.36931118|0.5735726|-0.9469059|-0.19799697|0.064205915|0.7287931|0.06156475|0.5432556|-0.711796|-0.6357852|0.80978954|0.6221893|0.3703613|0.11872163|0.49926043|0.6369984|-0.28823382|-0.2167025|-0.18368292|0.5780087|-0.3298033|0.2745524|-0.5108912|0.25429642|0.08743125|-0.23225138|0.35871667|-0.71226084|0.17960772|-0.06671979|0.2507288|0.41268894|-0.30025658|0.6164627|-0.120452106|0.39302272|-0.15989171|0.7476164|0.37035632|-0.3373993|-0.15805715|-0.006372094|0.46245247|-0.36124557|0.44121093|-0.19521612
1095;-0.6448021|0.6368505|0.5916183|0.55769145|-0.0046964213|0.66969305|-0.38532957|0.21579826|0.5142903|-0.5308216|0.3701375|0.43477178|-0.12357454|0.7345883|-0.27376834|-0.15407687|0.3107679|0.11248188|0.28379697|0.5044759|-0.32765326|0.15866917|-0.441626|0.63324714|0.1101686|-0.48638445|0.5660784|-0.26685587|-0.20694517|0.42874402|-0.19798195|0.10423719|0.7556788|0.19968364|0.5326283|0.27250093|-0.13606949|-0.69329804|-0.056500673|0.25239885|0.2636515|0.40335533|0.4032218|-0.6028683|-0.36876458|-0.3224047|0.57275146|-0.092175096|-0.41625085|-0.05411443|-0.9701539|0.467592|-0.44674003|-0.21397905|0.26856196|0.004080355|0.041068196|-0.00983154|-0.41710278|0.41911373|-0.0004413519|0.19270603|-0.44226938|-0.5920125|0.26320142|0.08895992|0.89818287|0.4875451|-0.10021499|0.26020512|-0.70160913|-0.028691318|0.7938727|0.39427516|-0.26081702|0.3322176|-0.64436185|0.47045332|-0.5497346|0.20056364|0.40812397|-0.1386588|0.094260044|-0.38817653|-0.44849855|0.22866942|0.040927842|0.35529882|0.19345866|0.044103906|0.52945435|0.3314701|0.39661407|-0.7757571|-0.40250558|-0.47044748|0.46600395|-0.07955429|0.07414509|-0.62689614
1096;-0.47917247|0.37405586|0.17342305|0.21122769|0.04627635|0.5413122|0.07923207|-0.3666203|0.053913534|-0.5148917|0.11511476|0.40041924|-0.04691139|0.6557333|0.20983888|-0.43243343|0.5218006|0.007135153|0.2518049|-0.010906458|-0.24979457|0.36680222|-0.4813105|0.6499653|0.059965983|0.21968573|0.6366365|-0.49417102|-0.62650627|0.3139162|-0.14546412|-0.13971183|0.5523366|0.40336686|0.27041504|0.57870996|0.08928081|-0.038599312|0.63434374|0.4852389|-0.33928466|0.10434206|0.47652993|-0.24239089|0.18631609|-0.33931547|0.41939923|0.051454887|-0.07777801|-0.31412137|-0.34947982|0.92370343|-0.49195722|-0.32258782|-0.3564098|-0.08641535|0.004350871|-0.35899806|0.28912747|0.7242736|0.034023955|-0.1255826|0.18303859|-0.7088337|0.28930807|0.24701735|0.28632832|0.33950388|0.47954723|0.18725556|0.06678|0.13705873|0.07678875|0.32766604|-0.22833547|0.3702464|-0.5404591|0.5338273|-0.316599|-0.36839214|0.4894557|-0.06777549|-0.18541716|-0.15671812|-0.45653522|0.40611237|-0.40711555|0.11160685|0.23785001|0.049573615|-0.00031273067|0.24772456|0.2648681|-0.15015854|-0.46934795|-0.10404958|0.20631637|-0.27188087|0.3828789|-0.40550974
1097;-0.38756934|0.2724244|0.16596529|0.6501903|-0.45105717|0.47990072|-0.021538734|-0.41802675|0.46312243|-0.9312862|0.55052435|0.3918689|-0.79499996|1.2673666|0.0060341805|-0.52032495|0.30276504|-0.46146923|0.17625873|0.19750279|-0.37307146|0.081963986|-0.24233481|0.019764423|-0.09385158|0.08709863|0.19567183|-0.17594063|-0.86298096|0.03307922|0.005827531|-0.11247422|0.33543763|-0.19747096|0.46704185|0.4162395|0.42712408|-0.7023644|-0.0008947551|0.44646233|0.122828014|0.33977842|0.2590518|-0.27438882|-0.115454145|-0.56180406|0.51630807|-0.5340454|-0.8374212|-0.88234085|-0.8409285|0.6409707|-0.87858856|-0.53123116|0.050303817|0.18028015|0.41162276|-0.3412835|0.61039966|0.15526998|-0.11373347|0.6475502|-0.5505568|-0.1478025|0.6075406|0.22065818|0.15246174|0.029845998|0.50045854|-0.051661372|-0.18083057|-0.1127024|0.842898|0.31916717|-0.16652495|0.2760709|-0.57469034|0.37536618|-0.360227|0.03995587|0.73808503|-0.44817904|0.2790251|-0.6809484|-0.2782206|0.13786137|-0.23332344|0.49179512|0.33956915|-0.010978818|0.6551726|0.42214024|-0.018413186|-0.019580305|0.014114559|-0.5449504|0.33085835|-0.12471929|-0.023767203|-1.0526897
1098;-0.5543431|0.5390383|0.7911107|0.38774964|-0.24674004|0.45006248|-0.4980387|0.53585964|0.913995|-1.078032|-0.075295776|0.7801336|-0.36160666|0.38532746|0.33779222|-0.45791107|0.47212702|-0.06962469|-0.078231916|0.5333314|-0.12385674|0.5844499|-0.44862723|0.028599173|-0.23509589|-0.1303419|0.45404705|-0.10500963|-0.12584859|0.34505785|-0.56442803|-0.06534684|0.5809284|0.43687552|-0.08611259|0.739182|0.059396274|-0.6460716|0.3040688|0.31967908|-0.079961404|0.16823468|0.17943324|0.14988716|-0.016291901|-0.1929938|0.5371633|0.52630717|-0.53774357|-0.23311913|-0.73397005|0.36409903|-0.25803435|-0.31005916|0.27147526|0.26324046|-0.31323472|0.032384396|0.0030188262|1.017606|-0.16004343|0.09138319|-0.49842194|-0.30993629|-0.07084459|0.19443004|0.83541644|0.19924292|0.40224788|0.3699145|-0.5284922|0.756563|0.14801507|0.3388918|-0.6621096|-0.041380078|-1.0946448|0.48969293|-0.31062108|-0.18812148|0.100857526|0.025110334|0.12848385|-0.20125832|-0.36255|0.20907278|-0.20529279|0.3340336|0.10396147|0.24886225|0.1325868|0.5892106|0.07427138|0.03445667|-0.5989151|-0.37729383|0.34241068|-0.0699275|0.49934107|-0.47468626
1099;-0.5750525|0.45005745|0.7125387|0.46503454|-0.2526218|0.26329577|-0.3865311|0.19975008|0.47110534|-0.44505098|0.22962034|0.47677103|-0.4292|0.5666708|-0.17259312|-0.42663062|0.06596553|0.3399481|0.2370492|0.83990103|-0.18249342|0.49671656|-0.56833154|0.38587496|0.20332533|-0.30072632|0.6543887|-0.10979271|-0.34683025|0.28901845|-0.041083783|-0.29058617|0.43746048|0.48679906|0.040773988|0.48929363|-0.17841707|-0.7115036|0.5017178|0.10222705|0.027643248|0.40993348|0.21285346|-0.20593268|-0.17658654|-0.24484378|0.33799505|-0.17271096|-0.23972674|-0.16376847|-0.73827434|0.6093012|-0.38536343|-0.18463567|-0.19739898|0.4628752|-0.22853082|-0.34727228|-0.3005256|0.332849|-0.22865343|0.116759|-0.14857905|-0.31473836|0.32153514|0.32158464|0.65669626|0.30834293|0.42901444|0.20425385|-0.37336573|0.23473164|0.37526733|0.5565898|-0.12316647|0.3359638|-0.5715999|0.37628853|-0.5965074|0.013288509|-0.14585474|-0.49736568|0.26054317|-0.46797422|-0.35679448|0.31677097|-0.3115846|0.11226614|0.15892701|0.1951021|0.3594094|0.44010353|0.39464462|-0.42955893|-0.20815143|-0.39441025|0.21107088|0.18950792|0.10847768|-0.48733288
1100;-0.2916636|0.7900319|0.5064629|0.6067036|0.23054162|0.16501147|0.16152737|0.5056561|-0.0072490275|-0.472236|0.3681764|0.49887872|-0.014095873|0.5353737|-0.50963944|-0.7832126|0.8515733|0.12028493|0.05632013|0.7730513|-0.41706982|0.45963633|-0.78897214|0.3263892|-0.39513707|-0.3664644|0.24407873|-0.30915266|-0.29307896|0.34674037|-0.06429285|0.39845043|0.5431821|0.57813895|-0.22449458|0.05114615|0.5037096|-1.0010301|0.22651829|0.0028763711|0.28670442|0.28611183|0.1791526|-0.13704571|-0.37988448|-0.49741247|0.82059133|0.04282418|-0.29685706|-0.39391336|-0.31465843|0.335876|-0.3301411|-0.26616696|-0.31001115|0.0730938|-0.33985367|-0.30003303|-0.3469859|0.8281925|-0.30932847|0.5515044|-0.11279955|-0.51386523|0.5385087|0.61264896|0.053112864|0.15099648|0.5181814|0.09985079|-0.7503319|0.2022439|0.23592043|0.36644164|-0.72282195|0.16184923|-0.53351533|0.4005453|-0.5249085|-0.53031206|0.22298598|-0.3305644|0.5938018|-0.14668956|0.005173087|0.73149574|-0.8026058|0.3918798|-0.12989965|-0.14560483|0.44783902|0.6706952|-0.37884822|-0.6517134|-0.1147736|-0.8178532|0.40154806|-0.1384977|0.16406417|-0.68971574
1101;-0.69746387|0.55870676|0.7911837|0.21278888|-0.38814974|0.09154081|0.062586755|0.14555866|0.47330934|-0.6594044|0.48136783|0.6373964|-0.07220286|0.61028534|-0.14473334|-0.4043996|0.39640188|0.32438135|-0.031499073|0.20954406|-0.08470908|0.54924285|-0.7035998|0.044541836|-0.12183239|-0.3482809|0.42909637|0.13007022|-0.73845994|0.26459762|0.15405802|0.12811173|0.56492305|0.67694044|0.17114404|0.24942805|0.22212161|-0.76364774|0.23121804|0.22644404|-0.16630042|0.473323|0.23743886|0.046587326|0.01279977|-0.43681577|0.5454174|0.4819439|-0.22001772|-0.5350083|-0.6122158|0.9035136|-0.097146794|-0.12778562|-0.28343236|0.31960326|0.05598077|-0.3191953|0.09177943|0.800941|0.14972375|0.22472484|-0.098859966|-0.38542837|0.26421088|0.47460157|0.6383096|0.3531787|0.5541523|0.3073674|-0.11918726|0.37459114|0.39673102|0.5401712|-0.14153601|0.29619297|-0.7353256|0.6332011|-0.04698819|-0.2752466|0.5280724|-0.14823654|0.468534|0.013290331|-0.59678805|0.33269057|-0.2825973|0.33524388|-0.02201119|0.38139874|-0.3686263|0.03552854|-0.049501568|-0.10043797|0.07170829|-0.7284826|0.49697423|0.057669476|0.10360171|-0.72543985
1102;-0.9464629|0.083831996|0.22354391|0.63303006|0.041418303|0.4177508|-0.58577806|0.205941|0.5174113|-0.31037903|0.19425857|0.43702316|-0.3263514|0.39139187|-0.5959561|-0.53495747|0.1085064|0.4886259|0.3912158|0.79156923|-0.28950822|0.36266816|-0.5246411|0.47010648|0.0714774|-0.16978374|0.45278|-0.41656947|-0.2642439|0.5306088|-0.10350065|-0.035204746|0.6563516|-0.19484666|0.5315028|0.33363014|-0.15767916|-0.60028577|0.3277956|0.8052907|-0.17489105|0.17103074|0.46742606|-0.039593615|-0.2412879|-0.43480372|0.5022386|0.09168954|-0.5511967|-0.20291623|-1.0170386|0.672376|-0.75120443|0.1931077|-0.5594181|0.48009884|-0.31545395|-0.5442869|-0.0062472373|0.02014932|0.26620674|0.16724274|-0.021819241|-0.12939976|0.46464783|0.11900112|0.3599986|0.26960862|0.5551922|0.46483934|-0.15947409|0.23302612|0.5635723|0.37895763|-0.10519126|0.55005467|-0.14793193|0.44781983|-0.4009882|0.18678859|0.24534178|-0.17910087|0.4051379|0.2609234|-0.778146|0.7987031|-0.12619752|0.55603623|0.059133917|0.60021883|-0.056931093|0.6710597|0.3977157|-0.2976688|-0.15637505|-0.7631953|-0.0032399297|-0.549994|0.29839364|-0.31114167
1103;-0.8429323|0.28333327|0.6636476|0.26511207|-0.46001947|0.3137443|0.107955396|0.09083081|0.45799142|-0.9030241|0.1705907|0.66895115|-0.18260153|0.6918031|0.11361532|-0.28680712|0.16330938|0.49668178|0.57704216|-0.066447675|-0.42672983|0.1313924|-0.46157727|0.2825882|-0.07829481|0.0813449|0.12039229|-0.47206014|-0.37373102|0.08294619|-0.2919396|0.028996296|0.68161666|0.008373827|0.24637042|0.2814998|-0.2251199|-0.47137967|0.82262397|0.58143175|0.027275063|0.06844524|0.7007606|-0.37639993|-0.59866965|-0.15988642|0.29956114|-0.19668029|-0.1040194|-0.71856433|-0.86857665|0.50309384|-0.045743972|-0.001724083|-0.21858823|0.31535295|-0.46155626|0.07601981|0.59593123|0.15197565|-0.09498406|0.18320222|-0.049405374|-0.13069169|0.4405407|0.60219884|0.4352192|0.5603218|0.22509207|0.6513417|0.08731565|0.55858105|0.4909886|0.5195426|-0.1588723|0.4747637|-0.7625689|0.4309143|-0.03971958|0.33804142|0.1940588|-0.43206096|0.17059588|0.13169095|-0.5800558|0.5130395|0.16047154|0.22156787|0.15937579|0.40675533|0.5188748|0.43028787|0.43182433|-0.54797244|-0.33327425|-0.5138246|0.37360644|0.10819289|0.49709117|-0.18795228
